Destino	Concepto turístico	Tipo de dato	Periodo	Total
11 Extremadura	Gasto medio por persona	Variación anual	2017	9,78
11 Extremadura	Gasto medio por persona	Variación anual	2016	-4,38
11 Extremadura	Gasto medio por persona	Variación anual	2015	""
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2023	46,54
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2022	47,21
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2021	41,04
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2020	35
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2019	41,4
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2018	36,64
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2017	36,58
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2016	33,36
11 Extremadura	Gasto medio diario por persona	Valor absoluto	2015	33,36
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2023	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2022	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2021	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2020	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2019	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2018	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2017	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2016	""
11 Extremadura	Gasto medio diario por persona	Distribución porcentual	2015	""
11 Extremadura	Gasto medio diario por persona	Variación anual	2023	-1,42
11 Extremadura	Gasto medio diario por persona	Variación anual	2022	15,02
11 Extremadura	Gasto medio diario por persona	Variación anual	2021	17,27
11 Extremadura	Gasto medio diario por persona	Variación anual	2020	-15,46
11 Extremadura	Gasto medio diario por persona	Variación anual	2019	12,98
11 Extremadura	Gasto medio diario por persona	Variación anual	2018	0,17
11 Extremadura	Gasto medio diario por persona	Variación anual	2017	9,64
11 Extremadura	Gasto medio diario por persona	Variación anual	2016	0,01
11 Extremadura	Gasto medio diario por persona	Variación anual	2015	""
12 Galicia	Viajes	Valor absoluto	2023	9.832.595
12 Galicia	Viajes	Valor absoluto	2022	9.450.082
12 Galicia	Viajes	Valor absoluto	2021	8.323.230
12 Galicia	Viajes	Valor absoluto	2020	5.357.859
12 Galicia	Viajes	Valor absoluto	2019	10.001.037
12 Galicia	Viajes	Valor absoluto	2018	10.063.772
12 Galicia	Viajes	Valor absoluto	2017	10.287.583
12 Galicia	Viajes	Valor absoluto	2016	9.715.136
12 Galicia	Viajes	Valor absoluto	2015	9.871.610
12 Galicia	Viajes	Distribución porcentual	2023	5,3
12 Galicia	Viajes	Distribución porcentual	2022	5,5
12 Galicia	Viajes	Distribución porcentual	2021	5,8
12 Galicia	Viajes	Distribución porcentual	2020	5,3
12 Galicia	Viajes	Distribución porcentual	2019	5,2
12 Galicia	Viajes	Distribución porcentual	2018	5,1
12 Galicia	Viajes	Distribución porcentual	2017	5,3
12 Galicia	Viajes	Distribución porcentual	2016	5,3
12 Galicia	Viajes	Distribución porcentual	2015	5,6
12 Galicia	Viajes	Variación anual	2023	4,05
12 Galicia	Viajes	Variación anual	2022	13,54
12 Galicia	Viajes	Variación anual	2021	55,35
12 Galicia	Viajes	Variación anual	2020	-46,43
12 Galicia	Viajes	Variación anual	2019	-0,62
12 Galicia	Viajes	Variación anual	2018	-2,18
12 Galicia	Viajes	Variación anual	2017	5,89
12 Galicia	Viajes	Variación anual	2016	-1,59
12 Galicia	Viajes	Variación anual	2015	""
12 Galicia	Duración media de los viajes	Valor absoluto	2023	4,43
12 Galicia	Duración media de los viajes	Valor absoluto	2022	4,39
12 Galicia	Duración media de los viajes	Valor absoluto	2021	4,22
12 Galicia	Duración media de los viajes	Valor absoluto	2020	5,91
12 Galicia	Duración media de los viajes	Valor absoluto	2019	4,05
12 Galicia	Duración media de los viajes	Valor absoluto	2018	3,76
12 Galicia	Duración media de los viajes	Valor absoluto	2017	4,04
12 Galicia	Duración media de los viajes	Valor absoluto	2016	4,09
12 Galicia	Duración media de los viajes	Valor absoluto	2015	3,97
12 Galicia	Duración media de los viajes	Distribución porcentual	2023	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2022	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2021	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2020	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2019	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2018	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2017	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2016	""
12 Galicia	Duración media de los viajes	Distribución porcentual	2015	""
12 Galicia	Duración media de los viajes	Variación anual	2023	0,85
12 Galicia	Duración media de los viajes	Variación anual	2022	4,13
12 Galicia	Duración media de los viajes	Variación anual	2021	-28,58
12 Galicia	Duración media de los viajes	Variación anual	2020	46,05
12 Galicia	Duración media de los viajes	Variación anual	2019	7,62
12 Galicia	Duración media de los viajes	Variación anual	2018	-7,02
12 Galicia	Duración media de los viajes	Variación anual	2017	-1,24
12 Galicia	Duración media de los viajes	Variación anual	2016	3,08
12 Galicia	Duración media de los viajes	Variación anual	2015	""
12 Galicia	Pernoctaciones	Valor absoluto	2023	43.579.954
12 Galicia	Pernoctaciones	Valor absoluto	2022	41.530.906
12 Galicia	Pernoctaciones	Valor absoluto	2021	35.129.304
12 Galicia	Pernoctaciones	Valor absoluto	2020	31.664.084
12 Galicia	Pernoctaciones	Valor absoluto	2019	40.468.385
12 Galicia	Pernoctaciones	Valor absoluto	2018	37.839.987
12 Galicia	Pernoctaciones	Valor absoluto	2017	41.599.933
12 Galicia	Pernoctaciones	Valor absoluto	2016	39.778.656
12 Galicia	Pernoctaciones	Valor absoluto	2015	39.212.607
12 Galicia	Pernoctaciones	Distribución porcentual	2023	5,4
12 Galicia	Pernoctaciones	Distribución porcentual	2022	5,6
12 Galicia	Pernoctaciones	Distribución porcentual	2021	5,6
12 Galicia	Pernoctaciones	Distribución porcentual	2020	6,4
12 Galicia	Pernoctaciones	Distribución porcentual	2019	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2018	4,8
12 Galicia	Pernoctaciones	Distribución porcentual	2017	5,2
12 Galicia	Pernoctaciones	Distribución porcentual	2016	5,1
12 Galicia	Pernoctaciones	Distribución porcentual	2015	5,2
12 Galicia	Pernoctaciones	Variación anual	2023	4,93
12 Galicia	Pernoctaciones	Variación anual	2022	18,22
12 Galicia	Pernoctaciones	Variación anual	2021	10,94
12 Galicia	Pernoctaciones	Variación anual	2020	-21,76
12 Galicia	Pernoctaciones	Variación anual	2019	6,95
12 Galicia	Pernoctaciones	Variación anual	2018	-9,04
12 Galicia	Pernoctaciones	Variación anual	2017	4,58
12 Galicia	Pernoctaciones	Variación anual	2016	1,44
12 Galicia	Pernoctaciones	Variación anual	2015	""
12 Galicia	Gasto total	Valor absoluto	2023	2.545.717,67
12 Galicia	Gasto total	Valor absoluto	2022	2.337.966,93
12 Galicia	Gasto total	Valor absoluto	2021	1.714.724,58
12 Galicia	Gasto total	Valor absoluto	2020	1.091.586,31
12 Galicia	Gasto total	Valor absoluto	2019	1.854.956,95
12 Galicia	Gasto total	Valor absoluto	2018	1.774.311,26
12 Galicia	Gasto total	Valor absoluto	2017	1.831.733,99
12 Galicia	Gasto total	Valor absoluto	2016	1.647.596,28
12 Galicia	Gasto total	Valor absoluto	2015	1.567.258,03
12 Galicia	Gasto total	Distribución porcentual	2023	4,3
12 Galicia	Gasto total	Distribución porcentual	2022	4,6
12 Galicia	Gasto total	Distribución porcentual	2021	5,3
12 Galicia	Gasto total	Distribución porcentual	2020	5,2
12 Galicia	Gasto total	Distribución porcentual	2019	3,9
12 Galicia	Gasto total	Distribución porcentual	2018	3,8
12 Galicia	Gasto total	Distribución porcentual	2017	4,1
12 Galicia	Gasto total	Distribución porcentual	2016	4
12 Galicia	Gasto total	Distribución porcentual	2015	4,1
12 Galicia	Gasto total	Variación anual	2023	8,89
12 Galicia	Gasto total	Variación anual	2022	36,35
12 Galicia	Gasto total	Variación anual	2021	57,09
12 Galicia	Gasto total	Variación anual	2020	-41,15
12 Galicia	Gasto total	Variación anual	2019	4,55
12 Galicia	Gasto total	Variación anual	2018	-3,13
12 Galicia	Gasto total	Variación anual	2017	11,18
12 Galicia	Gasto total	Variación anual	2016	5,13
12 Galicia	Gasto total	Variación anual	2015	""
12 Galicia	Gasto medio por persona	Valor absoluto	2023	258,91
12 Galicia	Gasto medio por persona	Valor absoluto	2022	247,4
12 Galicia	Gasto medio por persona	Valor absoluto	2021	206,02
12 Galicia	Gasto medio por persona	Valor absoluto	2020	203,74
12 Galicia	Gasto medio por persona	Valor absoluto	2019	185,48
12 Galicia	Gasto medio por persona	Valor absoluto	2018	176,31
12 Galicia	Gasto medio por persona	Valor absoluto	2017	178,05
12 Galicia	Gasto medio por persona	Valor absoluto	2016	169,59
12 Galicia	Gasto medio por persona	Valor absoluto	2015	158,76
12 Galicia	Gasto medio por persona	Distribución porcentual	2023	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2022	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2021	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2020	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2019	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2018	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2017	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2016	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2015	""
12 Galicia	Gasto medio por persona	Variación anual	2023	4,65
12 Galicia	Gasto medio por persona	Variación anual	2022	20,09
12 Galicia	Gasto medio por persona	Variación anual	2021	1,12
12 Galicia	Gasto medio por persona	Variación anual	2020	9,84
12 Galicia	Gasto medio por persona	Variación anual	2019	5,2
12 Galicia	Gasto medio por persona	Variación anual	2018	-0,98
12 Galicia	Gasto medio por persona	Variación anual	2017	4,99
12 Galicia	Gasto medio por persona	Variación anual	2016	6,82
12 Galicia	Gasto medio por persona	Variación anual	2015	""
12 Galicia	Gasto medio diario por persona	Valor absoluto	2023	58,41
12 Galicia	Gasto medio diario por persona	Valor absoluto	2022	56,29
12 Galicia	Gasto medio diario por persona	Valor absoluto	2021	48,81
12 Galicia	Gasto medio diario por persona	Valor absoluto	2020	34,47
12 Galicia	Gasto medio diario por persona	Valor absoluto	2019	45,84
12 Galicia	Gasto medio diario por persona	Valor absoluto	2018	46,89
12 Galicia	Gasto medio diario por persona	Valor absoluto	2017	44,03
12 Galicia	Gasto medio diario por persona	Valor absoluto	2016	41,42
12 Galicia	Gasto medio diario por persona	Valor absoluto	2015	39,97
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2023	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2022	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2021	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2020	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2019	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2018	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2017	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2016	""
12 Galicia	Gasto medio diario por persona	Distribución porcentual	2015	""
12 Galicia	Gasto medio diario por persona	Variación anual	2023	3,77
12 Galicia	Gasto medio diario por persona	Variación anual	2022	15,33
12 Galicia	Gasto medio diario por persona	Variación anual	2021	41,59
12 Galicia	Gasto medio diario por persona	Variación anual	2020	-24,79
12 Galicia	Gasto medio diario por persona	Variación anual	2019	-2,24
12 Galicia	Gasto medio diario por persona	Variación anual	2018	6,49
12 Galicia	Gasto medio diario por persona	Variación anual	2017	6,31
12 Galicia	Gasto medio diario por persona	Variación anual	2016	3,63
12 Galicia	Gasto medio diario por persona	Variación anual	2015	""
13 Madrid, Comunidad de	Viajes	Valor absoluto	2023	11.945.287
13 Madrid, Comunidad de	Viajes	Valor absoluto	2022	10.969.654
13 Madrid, Comunidad de	Viajes	Valor absoluto	2021	9.192.120
13 Madrid, Comunidad de	Viajes	Valor absoluto	2020	6.073.415
13 Madrid, Comunidad de	Viajes	Valor absoluto	2019	13.684.541
13 Madrid, Comunidad de	Viajes	Valor absoluto	2018	14.168.447
13 Madrid, Comunidad de	Viajes	Valor absoluto	2017	13.478.592
13 Madrid, Comunidad de	Viajes	Valor absoluto	2016	13.041.046
13 Madrid, Comunidad de	Viajes	Valor absoluto	2015	13.320.626
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2023	6,4
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2022	6,4
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2021	6,4
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2020	6
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2019	7,1
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2018	7,2
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2017	7
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2016	7,2
13 Madrid, Comunidad de	Viajes	Distribución porcentual	2015	7,6
13 Madrid, Comunidad de	Viajes	Variación anual	2023	8,89
13 Madrid, Comunidad de	Viajes	Variación anual	2022	19,34
13 Madrid, Comunidad de	Viajes	Variación anual	2021	51,35
13 Madrid, Comunidad de	Viajes	Variación anual	2020	-55,62
13 Madrid, Comunidad de	Viajes	Variación anual	2019	-3,42
13 Madrid, Comunidad de	Viajes	Variación anual	2018	5,12
13 Madrid, Comunidad de	Viajes	Variación anual	2017	3,36
13 Madrid, Comunidad de	Viajes	Variación anual	2016	-2,1
13 Madrid, Comunidad de	Viajes	Variación anual	2015	""
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2023	2,99
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2022	3,09
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2021	3,35
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2020	3,9
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2019	2,88
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2018	2,85
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2017	2,83
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2016	3,03
13 Madrid, Comunidad de	Duración media de los viajes	Valor absoluto	2015	2,93
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2023	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2022	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2021	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2020	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2019	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2018	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2017	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2016	""
13 Madrid, Comunidad de	Duración media de los viajes	Distribución porcentual	2015	""
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2023	-3,2
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2022	-7,72
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2021	-14,09
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2020	35,25
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2019	1,07
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2018	0,81
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2017	-6,68
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2016	3,44
13 Madrid, Comunidad de	Duración media de los viajes	Variación anual	2015	""
13 Madrid, Comunidad de	Pernoctaciones	Valor absoluto	2023	35.741.153
13 Madrid, Comunidad de	Pernoctaciones	Valor absoluto	2022	33.905.470
