Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Educación secundaria segunda etapa	Viajes	Valor absoluto	2016T4	6.954.305
Educación secundaria segunda etapa	Viajes	Valor absoluto	2016T3	11.444.265
Educación secundaria segunda etapa	Viajes	Valor absoluto	2016T2	8.242.044
Educación secundaria segunda etapa	Viajes	Valor absoluto	2016T1	7.321.607
Educación secundaria segunda etapa	Viajes	Valor absoluto	2015T4	6.780.593
Educación secundaria segunda etapa	Viajes	Valor absoluto	2015T3	10.888.118
Educación secundaria segunda etapa	Viajes	Valor absoluto	2015T2	8.055.305
Educación secundaria segunda etapa	Viajes	Valor absoluto	2015T1	6.230.658
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2023T4	22,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2023T3	23,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2023T2	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2023T1	23,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2022T4	23,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2022T3	24,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2022T2	23,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2022T1	21,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2021T4	22,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2021T3	24,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2021T2	21,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2021T1	20,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2020T4	21
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2020T3	23,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2020T2	24,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2020T1	21,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2019T4	20,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2019T3	23,7
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2019T2	22,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2019T1	21,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2018T4	23,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2018T3	23,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2018T2	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2018T1	22,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2017T4	23,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2017T3	22,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2017T2	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2017T1	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2016T4	21,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2016T3	23,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2016T2	23,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2016T1	21,7
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2015T4	21,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2015T3	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2015T2	21,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual	2015T1	22,6
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2023T4	35.834.071
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2023T3	27.812.609
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2023T2	16.066.624
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2023T1	6.841.306
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2022T4	34.033.740
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2022T3	26.427.041
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2022T2	14.795.133
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2022T1	5.941.816
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2021T4	27.350.358
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2021T3	20.267.264
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2021T2	8.813.591
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2021T1	2.705.219
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2020T4	19.249.057
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2020T3	16.132.012
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2020T2	7.181.347
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2020T1	5.361.283
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2019T4	35.943.360
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2019T3	28.774.240
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2019T2	17.054.408
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2019T1	7.723.729
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2018T4	37.680.510
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2018T3	29.599.380
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2018T2	17.307.889
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2018T1	7.603.852
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2017T4	36.348.097
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2017T3	28.594.246
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2017T2	16.846.622
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2017T1	7.536.079
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2016T4	33.962.221
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2016T3	27.007.916
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2016T2	15.563.651
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2016T1	7.321.607
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2015T4	31.954.674
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2015T3	25.174.081
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2015T2	14.285.963
Educación secundaria segunda etapa	Viajes	Acumulado en lo que va de año	2015T1	6.230.658
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2023T4	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2023T3	23,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2023T2	23,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2023T1	23,6
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2022T4	23,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2022T3	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2022T2	22,5
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2022T1	21,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2021T4	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2021T3	22,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2021T2	20,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2021T1	20,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2020T4	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2020T3	23,2
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2020T2	22,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2020T1	21,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2019T4	22,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2019T3	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2019T2	22,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2019T1	21,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2018T4	23,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2018T3	23,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2018T2	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2018T1	22,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2017T4	22,9
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2017T3	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2017T2	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2017T1	22,8
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2016T4	22,5
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2016T3	22,7
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2016T2	22,4
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2016T1	21,7
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2015T4	22,1
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2015T3	22,3
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2015T2	21,7
Educación secundaria segunda etapa	Viajes	Distribución porcentual del acumulado	2015T1	22,6
Educación secundaria segunda etapa	Viajes	Variación anual	2023T4	5,45
Educación secundaria segunda etapa	Viajes	Variación anual	2023T3	0,98
Educación secundaria segunda etapa	Viajes	Variación anual	2023T2	4,2
Educación secundaria segunda etapa	Viajes	Variación anual	2023T1	15,14
Educación secundaria segunda etapa	Viajes	Variación anual	2022T4	7,39
Educación secundaria segunda etapa	Viajes	Variación anual	2022T3	1,56
Educación secundaria segunda etapa	Viajes	Variación anual	2022T2	44,94
Educación secundaria segunda etapa	Viajes	Variación anual	2022T1	119,64
Educación secundaria segunda etapa	Viajes	Variación anual	2021T4	127,24
Educación secundaria segunda etapa	Viajes	Variación anual	2021T3	27,96
Educación secundaria segunda etapa	Viajes	Variación anual	2021T2	235,61
Educación secundaria segunda etapa	Viajes	Variación anual	2021T1	-49,54
Educación secundaria segunda etapa	Viajes	Variación anual	2020T4	-56,52
Educación secundaria segunda etapa	Viajes	Variación anual	2020T3	-23,63
Educación secundaria segunda etapa	Viajes	Variación anual	2020T2	-80,49
Educación secundaria segunda etapa	Viajes	Variación anual	2020T1	-30,59
Educación secundaria segunda etapa	Viajes	Variación anual	2019T4	-11,29
Educación secundaria segunda etapa	Viajes	Variación anual	2019T3	-4,65
Educación secundaria segunda etapa	Viajes	Variación anual	2019T2	-3,85
Educación secundaria segunda etapa	Viajes	Variación anual	2019T1	1,58
Educación secundaria segunda etapa	Viajes	Variación anual	2018T4	4,22
Educación secundaria segunda etapa	Viajes	Variación anual	2018T3	4,63
Educación secundaria segunda etapa	Viajes	Variación anual	2018T2	4,23
Educación secundaria segunda etapa	Viajes	Variación anual	2018T1	0,9
Educación secundaria segunda etapa	Viajes	Variación anual	2017T4	11,5
Educación secundaria segunda etapa	Viajes	Variación anual	2017T3	2,65
Educación secundaria segunda etapa	Viajes	Variación anual	2017T2	12,96
Educación secundaria segunda etapa	Viajes	Variación anual	2017T1	2,93
Educación secundaria segunda etapa	Viajes	Variación anual	2016T4	2,56
Educación secundaria segunda etapa	Viajes	Variación anual	2016T3	5,11
Educación secundaria segunda etapa	Viajes	Variación anual	2016T2	2,32
Educación secundaria segunda etapa	Viajes	Variación anual	2016T1	17,51
Educación secundaria segunda etapa	Viajes	Variación anual	2015T4	""
Educación secundaria segunda etapa	Viajes	Variación anual	2015T3	""
Educación secundaria segunda etapa	Viajes	Variación anual	2015T2	""
Educación secundaria segunda etapa	Viajes	Variación anual	2015T1	""
